DATE,DEXUSEU
2015-07-21T21:00:00+00:00,1.0927
2015-07-22T21:00:00+00:00,1.0884
2015-07-23T21:00:00+00:00,1.0976
2015-07-24T21:00:00+00:00,1.0976
2015-07-27T21:00:00+00:00,1.1112
2015-07-28T21:00:00+00:00,1.1055
2015-07-29T21:00:00+00:00,1.1026
2015-07-30T21:00:00+00:00,1.0914
2015-07-31T21:00:00+00:00,1.1028
2015-08-03T21:00:00+00:00,1.0962
2015-08-04T21:00:00+00:00,1.0953
2015-08-05T21:00:00+00:00,1.0868
2015-08-06T21:00:00+00:00,1.0922
2015-08-07T21:00:00+00:00,1.0958
2015-08-10T21:00:00+00:00,1.0994
2015-08-11T21:00:00+00:00,1.1042
2015-08-12T21:00:00+00:00,1.1198
2015-08-13T21:00:00+00:00,1.1144
2015-08-14T21:00:00+00:00,1.1110
2015-08-17T21:00:00+00:00,1.1078
2015-08-18T21:00:00+00:00,1.1028
2015-08-19T21:00:00+00:00,1.1061
2015-08-20T21:00:00+00:00,1.1200
2015-08-21T21:00:00+00:00,1.1356
2015-08-24T21:00:00+00:00,1.1580
2015-08-25T21:00:00+00:00,1.1410
2015-08-26T21:00:00+00:00,1.1390
2015-08-27T21:00:00+00:00,1.1239
2015-08-28T21:00:00+00:00,1.1172
2015-08-31T21:00:00+00:00,1.1194
2015-09-01T21:00:00+00:00,1.1263
2015-09-02T21:00:00+00:00,1.1242
2015-09-03T21:00:00+00:00,1.1104
2015-09-04T21:00:00+00:00,1.1117
2015-09-07T21:00:00+00:00,.
2015-09-08T21:00:00+00:00,1.1182
2015-09-09T21:00:00+00:00,1.1165
2015-09-10T21:00:00+00:00,1.1262
2015-09-11T21:00:00+00:00,1.1338
2015-09-14T21:00:00+00:00,1.1307
2015-09-15T21:00:00+00:00,1.1260
2015-09-16T21:00:00+00:00,1.1304
2015-09-17T21:00:00+00:00,1.1312
2015-09-18T21:00:00+00:00,1.1358
2015-09-21T21:00:00+00:00,1.1204
2015-09-22T21:00:00+00:00,1.1133
2015-09-23T21:00:00+00:00,1.1160
2015-09-24T21:00:00+00:00,1.1252
2015-09-25T21:00:00+00:00,1.1192
2015-09-28T21:00:00+00:00,1.1236
2015-09-29T21:00:00+00:00,1.1246
2015-09-30T21:00:00+00:00,1.1162
2015-10-01T21:00:00+00:00,1.1200
2015-10-02T21:00:00+00:00,1.1276
2015-10-05T21:00:00+00:00,1.1200
2015-10-06T21:00:00+00:00,1.1266
2015-10-07T21:00:00+00:00,1.1249
2015-10-08T21:00:00+00:00,1.1282
2015-10-09T21:00:00+00:00,1.1363
2015-10-12T21:00:00+00:00,.
2015-10-13T21:00:00+00:00,1.1382
2015-10-14T21:00:00+00:00,1.1437
2015-10-15T21:00:00+00:00,1.1418
2015-10-16T21:00:00+00:00,1.1360
2015-10-19T21:00:00+00:00,1.1320
2015-10-20T21:00:00+00:00,1.1359
2015-10-21T21:00:00+00:00,1.1345
2015-10-22T21:00:00+00:00,1.1140
2015-10-23T21:00:00+00:00,1.1016
2015-10-26T21:00:00+00:00,1.1051
2015-10-27T21:00:00+00:00,1.1052
2015-10-28T21:00:00+00:00,1.1066
2015-10-29T21:00:00+00:00,1.0963
2015-10-30T21:00:00+00:00,1.1042
2015-11-02T22:00:00+00:00,1.1026
2015-11-03T22:00:00+00:00,1.0946
2015-11-04T22:00:00+00:00,1.0861
2015-11-05T22:00:00+00:00,1.0869
2015-11-06T22:00:00+00:00,1.0746
2015-11-09T22:00:00+00:00,1.0767
2015-11-10T22:00:00+00:00,1.0686
2015-11-11T22:00:00+00:00,.
2015-11-12T22:00:00+00:00,1.0768
2015-11-13T22:00:00+00:00,1.0722
2015-11-16T22:00:00+00:00,1.0708
2015-11-17T22:00:00+00:00,1.0634
2015-11-18T22:00:00+00:00,1.0638
2015-11-19T22:00:00+00:00,1.0746
2015-11-20T22:00:00+00:00,1.0660
2015-11-23T22:00:00+00:00,1.0602
2015-11-24T22:00:00+00:00,1.0652
2015-11-25T22:00:00+00:00,1.0616
2015-11-26T22:00:00+00:00,.
2015-11-27T22:00:00+00:00,1.0596
2015-11-30T22:00:00+00:00,1.0562
2015-12-01T22:00:00+00:00,1.0620
2015-12-02T22:00:00+00:00,1.0573
2015-12-03T22:00:00+00:00,1.0902
2015-12-04T22:00:00+00:00,1.0884
2015-12-07T22:00:00+00:00,1.0840
2015-12-08T22:00:00+00:00,1.0876
2015-12-09T22:00:00+00:00,1.0984
2015-12-10T22:00:00+00:00,1.0948
2015-12-11T22:00:00+00:00,1.1002
2015-12-14T22:00:00+00:00,1.1025
2015-12-15T22:00:00+00:00,1.0911
2015-12-16T22:00:00+00:00,1.0937
2015-12-17T22:00:00+00:00,1.0804
2015-12-18T22:00:00+00:00,1.0847
2015-12-21T22:00:00+00:00,1.0920
2015-12-22T22:00:00+00:00,1.0978
2015-12-23T22:00:00+00:00,1.0875
2015-12-24T22:00:00+00:00,1.0955
2015-12-25T22:00:00+00:00,.
2015-12-28T22:00:00+00:00,1.0983
2015-12-29T22:00:00+00:00,1.0916
2015-12-30T22:00:00+00:00,1.0912
2015-12-31T22:00:00+00:00,1.0859
2016-01-01T22:00:00+00:00,.
2016-01-04T22:00:00+00:00,1.0803
2016-01-05T22:00:00+00:00,1.0743
2016-01-06T22:00:00+00:00,1.0762
2016-01-07T22:00:00+00:00,1.0860
2016-01-08T22:00:00+00:00,1.0885
2016-01-11T22:00:00+00:00,1.0878
2016-01-12T22:00:00+00:00,1.0837
2016-01-13T22:00:00+00:00,1.0862
2016-01-14T22:00:00+00:00,1.0862
2016-01-15T22:00:00+00:00,1.0964
2016-01-18T22:00:00+00:00,.
2016-01-19T22:00:00+00:00,1.0906
2016-01-20T22:00:00+00:00,1.0908
2016-01-21T22:00:00+00:00,1.0833
2016-01-22T22:00:00+00:00,1.0814
2016-01-25T22:00:00+00:00,1.0832
2016-01-26T22:00:00+00:00,1.0846
2016-01-27T22:00:00+00:00,1.0867
2016-01-28T22:00:00+00:00,1.0952
2016-01-29T22:00:00+00:00,1.0832
2016-02-01T22:00:00+00:00,1.0888
2016-02-02T22:00:00+00:00,1.0908
2016-02-03T22:00:00+00:00,1.1051
2016-02-04T22:00:00+00:00,1.1199
2016-02-05T22:00:00+00:00,1.1131
2016-02-08T22:00:00+00:00,1.1170
2016-02-09T22:00:00+00:00,1.1300
2016-02-10T22:00:00+00:00,1.1222
2016-02-11T22:00:00+00:00,1.1362
2016-02-12T22:00:00+00:00,1.1235
2016-02-15T22:00:00+00:00,.
2016-02-16T22:00:00+00:00,1.1140
2016-02-17T22:00:00+00:00,1.1140
2016-02-18T22:00:00+00:00,1.1092
2016-02-19T22:00:00+00:00,1.1127
2016-02-22T22:00:00+00:00,1.1018
2016-02-23T22:00:00+00:00,1.1016
2016-02-24T22:00:00+00:00,1.1021
2016-02-25T22:00:00+00:00,1.1026
2016-02-26T22:00:00+00:00,1.0932
2016-02-29T22:00:00+00:00,1.0868
2016-03-01T22:00:00+00:00,1.0847
2016-03-02T22:00:00+00:00,1.0845
2016-03-03T22:00:00+00:00,1.0948
2016-03-04T22:00:00+00:00,1.1010
2016-03-07T22:00:00+00:00,1.1004
2016-03-08T22:00:00+00:00,1.1028
2016-03-09T22:00:00+00:00,1.1022
2016-03-10T22:00:00+00:00,1.1162
2016-03-11T22:00:00+00:00,1.1180
2016-03-14T21:00:00+00:00,1.1107
2016-03-15T21:00:00+00:00,1.1112
2016-03-16T21:00:00+00:00,1.1075
2016-03-17T21:00:00+00:00,1.1316
2016-03-18T21:00:00+00:00,1.1292
2016-03-21T21:00:00+00:00,1.1260
2016-03-22T21:00:00+00:00,1.1228
2016-03-23T21:00:00+00:00,1.1174
2016-03-24T21:00:00+00:00,1.1163
2016-03-25T21:00:00+00:00,1.1164
2016-03-28T21:00:00+00:00,1.1210
2016-03-29T21:00:00+00:00,1.1204
2016-03-30T21:00:00+00:00,1.1330
2016-03-31T21:00:00+00:00,1.1390
2016-04-01T21:00:00+00:00,1.1385
2016-04-04T21:00:00+00:00,1.1386
2016-04-05T21:00:00+00:00,1.1374
2016-04-06T21:00:00+00:00,1.1430
2016-04-07T21:00:00+00:00,1.1386
2016-04-08T21:00:00+00:00,1.1406
2016-04-11T21:00:00+00:00,1.1412
2016-04-12T21:00:00+00:00,1.1395
2016-04-13T21:00:00+00:00,1.1281
2016-04-14T21:00:00+00:00,1.1262
2016-04-15T21:00:00+00:00,1.1295
2016-04-18T21:00:00+00:00,1.1322
2016-04-19T21:00:00+00:00,1.1375
2016-04-20T21:00:00+00:00,1.1330
2016-04-21T21:00:00+00:00,1.1301
2016-04-22T21:00:00+00:00,1.1239
2016-04-25T21:00:00+00:00,1.1274
2016-04-26T21:00:00+00:00,1.1318
2016-04-27T21:00:00+00:00,1.1322
2016-04-28T21:00:00+00:00,1.1325
2016-04-29T21:00:00+00:00,1.1441
2016-05-02T21:00:00+00:00,1.1516
2016-05-03T21:00:00+00:00,1.1508
2016-05-04T21:00:00+00:00,1.1486
2016-05-05T21:00:00+00:00,1.1404
2016-05-06T21:00:00+00:00,1.1421
2016-05-09T21:00:00+00:00,1.1402
2016-05-10T21:00:00+00:00,1.1386
2016-05-11T21:00:00+00:00,1.1444
2016-05-12T21:00:00+00:00,1.1380
2016-05-13T21:00:00+00:00,1.1294
2016-05-16T21:00:00+00:00,1.1328
2016-05-17T21:00:00+00:00,1.1337
2016-05-18T21:00:00+00:00,1.1276
2016-05-19T21:00:00+00:00,1.1214
2016-05-20T21:00:00+00:00,1.1207
2016-05-23T21:00:00+00:00,1.1192
2016-05-24T21:00:00+00:00,1.1145
2016-05-25T21:00:00+00:00,1.1154
2016-05-26T21:00:00+00:00,1.1184
2016-05-27T21:00:00+00:00,1.1140
2016-05-30T21:00:00+00:00,.
2016-05-31T21:00:00+00:00,1.1135
2016-06-01T21:00:00+00:00,1.1165
2016-06-02T21:00:00+00:00,1.1157
2016-06-03T21:00:00+00:00,1.1330
2016-06-06T21:00:00+00:00,1.1354
2016-06-07T21:00:00+00:00,1.1350
2016-06-08T21:00:00+00:00,1.1400
2016-06-09T21:00:00+00:00,1.1329
2016-06-10T21:00:00+00:00,1.1281
2016-06-13T21:00:00+00:00,1.1282
2016-06-14T21:00:00+00:00,1.1206
2016-06-15T21:00:00+00:00,1.1239
2016-06-16T21:00:00+00:00,1.1158
2016-06-17T21:00:00+00:00,1.1256
2016-06-20T21:00:00+00:00,1.1318
2016-06-21T21:00:00+00:00,1.1262
2016-06-22T21:00:00+00:00,1.1286
2016-06-23T21:00:00+00:00,1.1373
2016-06-24T21:00:00+00:00,1.1126
2016-06-27T21:00:00+00:00,1.1024
2016-06-28T21:00:00+00:00,1.1054
2016-06-29T21:00:00+00:00,1.1117
2016-06-30T21:00:00+00:00,1.1032
2016-07-01T21:00:00+00:00,1.1145
2016-07-04T21:00:00+00:00,.
2016-07-05T21:00:00+00:00,1.1080
2016-07-06T21:00:00+00:00,1.1077
2016-07-07T21:00:00+00:00,1.1065
2016-07-08T21:00:00+00:00,1.1038
2016-07-11T21:00:00+00:00,1.1045
2016-07-12T21:00:00+00:00,1.1074
2016-07-13T21:00:00+00:00,1.1112
2016-07-14T21:00:00+00:00,1.1109
2016-07-15T21:00:00+00:00,1.1059
2016-07-18T21:00:00+00:00,1.1076
2016-07-19T21:00:00+00:00,1.1014
2016-07-20T21:00:00+00:00,1.1007
2016-07-21T21:00:00+00:00,1.1016
2016-07-22T21:00:00+00:00,1.0968
2016-07-25T21:00:00+00:00,1.0980
2016-07-26T21:00:00+00:00,1.0984
2016-07-27T21:00:00+00:00,1.0988
2016-07-28T21:00:00+00:00,1.1094
2016-07-29T21:00:00+00:00,1.1168
2016-08-01T21:00:00+00:00,1.1176
2016-08-02T21:00:00+00:00,1.1225
2016-08-03T21:00:00+00:00,1.1170
2016-08-04T21:00:00+00:00,1.1134
2016-08-05T21:00:00+00:00,1.1080
2016-08-08T21:00:00+00:00,1.1078
2016-08-09T21:00:00+00:00,1.1110
2016-08-10T21:00:00+00:00,1.1171
2016-08-11T21:00:00+00:00,1.1168
2016-08-12T21:00:00+00:00,1.1172
2016-08-15T21:00:00+00:00,1.1199
2016-08-16T21:00:00+00:00,1.1277
2016-08-17T21:00:00+00:00,1.1263
2016-08-18T21:00:00+00:00,1.1334
2016-08-19T21:00:00+00:00,1.1326
2016-08-22T21:00:00+00:00,1.1314
2016-08-23T21:00:00+00:00,1.1308
2016-08-24T21:00:00+00:00,1.1256
2016-08-25T21:00:00+00:00,1.1274
2016-08-26T21:00:00+00:00,1.1237
2016-08-29T21:00:00+00:00,1.1182
2016-08-30T21:00:00+00:00,1.1150
2016-08-31T21:00:00+00:00,1.1146
2016-09-01T21:00:00+00:00,1.1194
2016-09-02T21:00:00+00:00,1.1158
2016-09-05T21:00:00+00:00,.
2016-09-06T21:00:00+00:00,1.1237
2016-09-07T21:00:00+00:00,1.1238
2016-09-08T21:00:00+00:00,1.1256
2016-09-09T21:00:00+00:00,1.1214
2016-09-12T21:00:00+00:00,1.1230
2016-09-13T21:00:00+00:00,1.1242
2016-09-14T21:00:00+00:00,1.1271
2016-09-15T21:00:00+00:00,1.1246
2016-09-16T21:00:00+00:00,1.1160
2016-09-19T21:00:00+00:00,1.1179
2016-09-20T21:00:00+00:00,1.1172
2016-09-21T21:00:00+00:00,1.1165
2016-09-22T21:00:00+00:00,1.1229
2016-09-23T21:00:00+00:00,1.1223
2016-09-26T21:00:00+00:00,1.1270
2016-09-27T21:00:00+00:00,1.1208
2016-09-28T21:00:00+00:00,1.1200
2016-09-29T21:00:00+00:00,1.1244
2016-09-30T21:00:00+00:00,1.1238
2016-10-03T21:00:00+00:00,1.1210
2016-10-04T21:00:00+00:00,1.1212
2016-10-05T21:00:00+00:00,1.1196
2016-10-06T21:00:00+00:00,1.1158
2016-10-07T21:00:00+00:00,1.1156
2016-10-10T21:00:00+00:00,.
2016-10-11T21:00:00+00:00,1.1062
2016-10-12T21:00:00+00:00,1.1014
2016-10-13T21:00:00+00:00,1.1038
2016-10-14T21:00:00+00:00,1.0985
2016-10-17T21:00:00+00:00,1.1000
2016-10-18T21:00:00+00:00,1.0997
2016-10-19T21:00:00+00:00,1.0966
2016-10-20T21:00:00+00:00,1.0934
2016-10-21T21:00:00+00:00,1.0866
2016-10-24T21:00:00+00:00,1.0888
2016-10-25T21:00:00+00:00,1.0890
2016-10-26T21:00:00+00:00,1.0916
2016-10-27T21:00:00+00:00,1.0904
2016-10-28T21:00:00+00:00,1.0934
2016-10-31T21:00:00+00:00,1.0962
2016-11-01T21:00:00+00:00,1.1042
2016-11-02T21:00:00+00:00,1.1119
2016-11-03T21:00:00+00:00,1.1094
2016-11-04T21:00:00+00:00,1.1121
2016-11-07T22:00:00+00:00,1.1038
2016-11-08T22:00:00+00:00,1.1034
2016-11-09T22:00:00+00:00,1.0952
2016-11-10T22:00:00+00:00,1.0882
2016-11-11T22:00:00+00:00,.
2016-11-14T22:00:00+00:00,1.0723
2016-11-15T22:00:00+00:00,1.0726
2016-11-16T22:00:00+00:00,1.0699
2016-11-17T22:00:00+00:00,1.0656
2016-11-18T22:00:00+00:00,1.0600
2016-11-21T22:00:00+00:00,1.0597
2016-11-22T22:00:00+00:00,1.0618
2016-11-23T22:00:00+00:00,1.0560
2016-11-24T22:00:00+00:00,.
2016-11-25T22:00:00+00:00,1.0595
2016-11-28T22:00:00+00:00,1.0576
2016-11-29T22:00:00+00:00,1.0626
2016-11-30T22:00:00+00:00,1.0578
2016-12-01T22:00:00+00:00,1.0634
2016-12-02T22:00:00+00:00,1.0666
2016-12-05T22:00:00+00:00,1.0723
2016-12-06T22:00:00+00:00,1.0717
2016-12-07T22:00:00+00:00,1.0758
2016-12-08T22:00:00+00:00,1.0625
2016-12-09T22:00:00+00:00,1.0541
2016-12-12T22:00:00+00:00,1.0606
2016-12-13T22:00:00+00:00,1.0635
2016-12-14T22:00:00+00:00,1.0656
2016-12-15T22:00:00+00:00,1.0375
2016-12-16T22:00:00+00:00,1.0456
2016-12-19T22:00:00+00:00,1.0444
2016-12-20T22:00:00+00:00,1.0390
2016-12-21T22:00:00+00:00,1.0425
2016-12-22T22:00:00+00:00,1.0452
2016-12-23T22:00:00+00:00,1.0449
2016-12-26T22:00:00+00:00,.
2016-12-27T22:00:00+00:00,1.0458
2016-12-28T22:00:00+00:00,1.0389
2016-12-29T22:00:00+00:00,1.0486
2016-12-30T22:00:00+00:00,1.0552
2017-01-02T22:00:00+00:00,.
2017-01-03T22:00:00+00:00,1.0416
2017-01-04T22:00:00+00:00,1.0476
2017-01-05T22:00:00+00:00,1.0598
2017-01-06T22:00:00+00:00,1.0560
2017-01-09T22:00:00+00:00,1.0576
2017-01-10T22:00:00+00:00,1.0572
2017-01-11T22:00:00+00:00,1.0501
2017-01-12T22:00:00+00:00,1.0666
2017-01-13T22:00:00+00:00,1.0625
2017-01-16T22:00:00+00:00,.
2017-01-17T22:00:00+00:00,1.0695
2017-01-18T22:00:00+00:00,1.0682
2017-01-19T22:00:00+00:00,1.0630
2017-01-20T22:00:00+00:00,.
2017-01-23T22:00:00+00:00,1.0740
2017-01-24T22:00:00+00:00,1.0749
2017-01-25T22:00:00+00:00,1.0743
2017-01-26T22:00:00+00:00,1.0670
2017-01-27T22:00:00+00:00,1.0690
2017-01-30T22:00:00+00:00,1.0681
2017-01-31T22:00:00+00:00,1.0794
2017-02-01T22:00:00+00:00,1.0758
2017-02-02T22:00:00+00:00,1.0802
2017-02-03T22:00:00+00:00,1.0792
2017-02-06T22:00:00+00:00,1.0731
2017-02-07T22:00:00+00:00,1.0690
2017-02-08T22:00:00+00:00,1.0708
2017-02-09T22:00:00+00:00,1.0658
2017-02-10T22:00:00+00:00,1.0650
2017-02-13T22:00:00+00:00,1.0603
2017-02-14T22:00:00+00:00,1.0577
2017-02-15T22:00:00+00:00,1.0597
2017-02-16T22:00:00+00:00,1.0660
2017-02-17T22:00:00+00:00,1.0614
2017-02-20T22:00:00+00:00,.
2017-02-21T22:00:00+00:00,1.0551
2017-02-22T22:00:00+00:00,1.0555
2017-02-23T22:00:00+00:00,1.0586
2017-02-24T22:00:00+00:00,1.0580
2017-02-27T22:00:00+00:00,1.0624
2017-02-28T22:00:00+00:00,1.0618
2017-03-01T22:00:00+00:00,1.0564
2017-03-02T22:00:00+00:00,1.0514
2017-03-03T22:00:00+00:00,1.0552
2017-03-06T22:00:00+00:00,1.0586
2017-03-07T22:00:00+00:00,1.0582
2017-03-08T22:00:00+00:00,1.0547
2017-03-09T22:00:00+00:00,1.0586
2017-03-10T22:00:00+00:00,1.0667
2017-03-13T21:00:00+00:00,1.0670
2017-03-14T21:00:00+00:00,1.0645
2017-03-15T21:00:00+00:00,1.0630
2017-03-16T21:00:00+00:00,1.0738
2017-03-17T21:00:00+00:00,1.0742
2017-03-20T21:00:00+00:00,1.0754
2017-03-21T21:00:00+00:00,1.0810
2017-03-22T21:00:00+00:00,1.0800
2017-03-23T21:00:00+00:00,1.0787
2017-03-24T21:00:00+00:00,1.0806
2017-03-27T21:00:00+00:00,1.0882
2017-03-28T21:00:00+00:00,1.0852
2017-03-29T21:00:00+00:00,1.0756
2017-03-30T21:00:00+00:00,1.0726
2017-03-31T21:00:00+00:00,1.0698
2017-04-03T21:00:00+00:00,1.0655
2017-04-04T21:00:00+00:00,1.0664
2017-04-05T21:00:00+00:00,1.0661
2017-04-06T21:00:00+00:00,1.0651
2017-04-07T21:00:00+00:00,1.0616
2017-04-10T21:00:00+00:00,1.0606
2017-04-11T21:00:00+00:00,1.0614
2017-04-12T21:00:00+00:00,1.0611
2017-04-13T21:00:00+00:00,1.0630
2017-04-14T21:00:00+00:00,1.0625
2017-04-17T21:00:00+00:00,1.0660
2017-04-18T21:00:00+00:00,1.0706
2017-04-19T21:00:00+00:00,1.0707
2017-04-20T21:00:00+00:00,1.0758
2017-04-21T21:00:00+00:00,1.0694
2017-04-24T21:00:00+00:00,1.0846
2017-04-25T21:00:00+00:00,1.0941
2017-04-26T21:00:00+00:00,1.0872
2017-04-27T21:00:00+00:00,1.0864
2017-04-28T21:00:00+00:00,1.0895
2017-05-01T21:00:00+00:00,1.0912
2017-05-02T21:00:00+00:00,1.0910
2017-05-03T21:00:00+00:00,1.0920
2017-05-04T21:00:00+00:00,1.0967
2017-05-05T21:00:00+00:00,1.0996
2017-05-08T21:00:00+00:00,1.0928
2017-05-09T21:00:00+00:00,1.0875
2017-05-10T21:00:00+00:00,1.0873
2017-05-11T21:00:00+00:00,1.0869
2017-05-12T21:00:00+00:00,1.0926
2017-05-15T21:00:00+00:00,1.0979
2017-05-16T21:00:00+00:00,1.1072
2017-05-17T21:00:00+00:00,1.1134
2017-05-18T21:00:00+00:00,1.1130
2017-05-19T21:00:00+00:00,1.1190
2017-05-22T21:00:00+00:00,1.1236
2017-05-23T21:00:00+00:00,1.1198
2017-05-24T21:00:00+00:00,1.1175
2017-05-25T21:00:00+00:00,1.1218
2017-05-26T21:00:00+00:00,1.1170
2017-05-29T21:00:00+00:00,.
2017-05-30T21:00:00+00:00,1.1183
2017-05-31T21:00:00+00:00,1.1236
2017-06-01T21:00:00+00:00,1.1214
2017-06-02T21:00:00+00:00,1.1270
2017-06-05T21:00:00+00:00,1.1250
2017-06-06T21:00:00+00:00,1.1266
2017-06-07T21:00:00+00:00,1.1236
2017-06-08T21:00:00+00:00,1.1217
2017-06-09T21:00:00+00:00,1.1190
2017-06-12T21:00:00+00:00,1.1204
2017-06-13T21:00:00+00:00,1.1194
2017-06-14T21:00:00+00:00,1.1277
2017-06-15T21:00:00+00:00,1.1152
2017-06-16T21:00:00+00:00,1.1194
2017-06-19T21:00:00+00:00,1.1160
2017-06-20T21:00:00+00:00,1.1124
2017-06-21T21:00:00+00:00,1.1143
2017-06-22T21:00:00+00:00,1.1148
2017-06-23T21:00:00+00:00,1.1196
2017-06-26T21:00:00+00:00,1.1196
2017-06-27T21:00:00+00:00,1.1300
2017-06-28T21:00:00+00:00,1.1364
2017-06-29T21:00:00+00:00,1.1420
2017-06-30T21:00:00+00:00,1.1411
2017-07-03T21:00:00+00:00,1.1367
2017-07-04T21:00:00+00:00,.
2017-07-05T21:00:00+00:00,1.1336
2017-07-06T21:00:00+00:00,1.1409
2017-07-07T21:00:00+00:00,1.1396
2017-07-10T21:00:00+00:00,1.1396
2017-07-11T21:00:00+00:00,1.1430
2017-07-12T21:00:00+00:00,1.1411
2017-07-13T21:00:00+00:00,1.1385
2017-07-14T21:00:00+00:00,1.1452
2017-07-17T21:00:00+00:00,1.1470
2017-07-18T21:00:00+00:00,1.1578
2017-07-19T21:00:00+00:00,1.1518
2017-07-20T21:00:00+00:00,1.1634
2017-07-21T21:00:00+00:00,1.1655
2017-07-24T21:00:00+00:00,1.1642
2017-07-25T21:00:00+00:00,1.1656
2017-07-26T21:00:00+00:00,1.1632
2017-07-27T21:00:00+00:00,1.1656
2017-07-28T21:00:00+00:00,1.1754
2017-07-31T21:00:00+00:00,1.1826
2017-08-01T21:00:00+00:00,1.1799
2017-08-02T21:00:00+00:00,1.1861
2017-08-03T21:00:00+00:00,1.1880
2017-08-04T21:00:00+00:00,1.1754
2017-08-07T21:00:00+00:00,1.1788
2017-08-08T21:00:00+00:00,1.1724
2017-08-09T21:00:00+00:00,1.1748
2017-08-10T21:00:00+00:00,1.1751
2017-08-11T21:00:00+00:00,1.1811
2017-08-14T21:00:00+00:00,1.1786
2017-08-15T21:00:00+00:00,1.1736
2017-08-16T21:00:00+00:00,1.1703
2017-08-17T21:00:00+00:00,1.1736
2017-08-18T21:00:00+00:00,1.1748
2017-08-21T21:00:00+00:00,1.1814
2017-08-22T21:00:00+00:00,1.1762
2017-08-23T21:00:00+00:00,1.1802
2017-08-24T21:00:00+00:00,1.1801
2017-08-25T21:00:00+00:00,1.1874
2017-08-28T21:00:00+00:00,1.1973
2017-08-29T21:00:00+00:00,1.2025
2017-08-30T21:00:00+00:00,1.1927
2017-08-31T21:00:00+00:00,1.1894
2017-09-01T21:00:00+00:00,1.1878
2017-09-04T21:00:00+00:00,.
2017-09-05T21:00:00+00:00,1.1911
2017-09-06T21:00:00+00:00,1.1943
2017-09-07T21:00:00+00:00,1.2028
2017-09-08T21:00:00+00:00,1.2041
2017-09-11T21:00:00+00:00,1.1964
2017-09-12T21:00:00+00:00,1.1968
